party,chunk
GPS,"den Staaten des Globalen Südens.
Als globaler Finanz- und Rohstoffhandelsplatz hat die Schweiz eine besonders hohe Verant-
wortung für rasche Reformen zur Erfüllung der UNO-Nachhaltigkeitsziele. Die Schweizer Po-
litik bezüglich internationaler Konzerne und Briefkastenfirmen ist beschämend. Mittels la-
schen Geldwäscherei-, Transparenz- und Konzernverantwortungsvorschriften und mit in-
transparenten Steuerprivilegien ziehen wir immer mehr Firmen an, welche Menschen aus-
beuten und sich nicht um die Umwelt scheren. Freiwillige Vereinbarungen haben sich nicht
bewährt, sondern führten im Gegenteil immer wieder dazu, dass die Schweiz in alle mögli-
chen Skandale verwickelt ist. Unser Unternehmensstandort muss endlich ein Vorbild in glo-
baler Verantwortung werden.
In der nächsten Legislatur wollen wir Leute Folgendes erreichen:
• Wir verpflichten die Konzerne zur Respektierung von Menschenrechten und Umwelt-
standards – dank Lieferkettengesetz und Konzernverantwortung."
GPS,"standards – dank Lieferkettengesetz und Konzernverantwortung.
• Wir unterstellen den Rohstoffhandelsplatz Schweiz einer rechtsstaatlichen Kontrolle
und schaffen dazu die unabhängigen Rohstoffmarktaufsicht (Rohma).
• Wir beenden die ungerechte Pauschalbesteuerung für ausländische Staatsange-
hörige.
• Wir schaffen Transparenz über die Eigentumsverhältnisse von Firmen (Register der
wirtschaftlichen Berechtigten) und bekämpfen so die Geldwäscherei wirksam. An-
wält*innen unterstellen wir dem Geldwäschereigesetz.
• Wir bereiten dem globalen Tiefststeuerwettbewerb ein Ende und stärken die internati-
onalen Bemühungen für eine rasche und ambitionierte Einführung der globalen
Mindeststeuer sowie einer Besteuerung der digitalen Wirtschaft (Säule 1 und 2 der
OECD-Steuerreform).
• Wir führen die Kriegsgewinnsteuer ein. Denn mit menschlichem Leid soll kein Geld
verdient werden dürfen. Die Einnahmen sollen für einen grünen Wiederaufbau, für die"
GPS,"verdient werden dürfen. Die Einnahmen sollen für einen grünen Wiederaufbau, für die
Friedensförderung und für die Behebung der wirtschaftlichen Schäden verwendet
werden.
33/34
6.6 DER FINANZPLATZ DER ZUKUNFT
Die Begrenzung des globalen Temperaturanstiegs auf 1.5 Grad ist die grosse Herausforde-
rung dieses Jahrhunderts. Als internationales Finanzschwergewicht verfügt der Schweizer
Finanzplatz über einen besonders mächtigen Hebel für die Bekämpfung der Klimaerhitzung.
Das gilt insbesondere auch für jene Bereiche, in welchen die klima- und umweltpolitischen
Regulierungen der Schweiz keine Wirkung entfalten (können) – zum Beispiel dann, wenn
über den Schweizer Finanzplatz Investitionen im Ausland getätigt oder Kredite an ausländi-
sche Unternehmen vergeben werden.
Aktuell jedoch investiert der Schweizer Finanzplatz immer noch in grossem Stil in fossile
Rohstoffe – und trägt damit zu einer Klimaerhitzung von 4 bis 6 Grad bei. Das kann und"
GPS,"Rohstoffe – und trägt damit zu einer Klimaerhitzung von 4 bis 6 Grad bei. Das kann und
muss sich ändern. Zukünftig wird es keinen Platz mehr haben für einen Finanzplatz, welcher
sich weigert, seinen Beitrag an die nachhaltige Entwicklung und die Pariser Klimaziele zu
leisten. Der Schweizer Finanzplatz muss endlich eine Vorbildfunktion in Sachen Nachhaltig-
keit übernehmen – sonst macht er sich selbst zum Auslaufmodell. Wir Leute wollen in der
nächsten Legislatur darum dafür sorgen, dass die Finanzflüsse endlich auf ein 1.5 Grad-Er-
wärmungsszenario ausgerichtet und somit kompatibel mit dem Pariser Klimaabkommen wer-
den.
In der nächsten Legislatur wollen wir Leute Folgendes erreichen:
• Wir verabschieden im Parlament einen verbindlichen CO2-Absenkpfad für den
Schweizer Finanzplatz, der mit dem 1.5-Grad-Ziel des Pariser Klimaabkommen kom-
patibel ist.
• Wir verbieten die Finanzierung von besonders klima- und umweltschädlichen Tätig-"
GPS,"patibel ist.
• Wir verbieten die Finanzierung von besonders klima- und umweltschädlichen Tätig-
keiten, wie zum Beispiel die Förderung von Öl und Gas aus Teersand und Fracking
oder die Abholzung der Regenwälder.
• Wir erlassen ein Finanzierungsverbot für die Produktion von chemischen und
biologischen (Massen-)Vernichtungswaffen, Kernwaffen sowie von weiteren inter-
national geächteten Kriegsmitteln wie Streubomben oder Antipersonenminen.
• Wir legen verbindliche und griffige Nachhaltigkeitsdefinitionen fest und verhindern
so ourwashing. Investitionen und Tätigkeiten dürfen nur dann als nachhaltig einge-
stuft werden, wenn sie im Minimum kompatibel mit dem Pariser-Klimaabkommen und
den UNO-Nachhaltigkeitszielen sind und die Biodiversität nachweislich nicht beein-
trächtigen. Fossiles Gas und Atomkraft dürfen nicht als nachhaltige Energieträger
eingestuft werden.
• Wir sorgen dafür, dass in den finanzmarktrelevanten Aus- und Weiterbildungen"
GPS,"eingestuft werden.
• Wir sorgen dafür, dass in den finanzmarktrelevanten Aus- und Weiterbildungen
der Nachhaltigkeit mehr Priorität beigemessen wird.
• Wir schreiben verbindlich fest, dass öffentliche Gelder – zum Beispiel diejenigen der
Nationalbank, der Kantonalbanken oder von staatsnahen und staatseigenen Betrie-
ben – sowie die Gelder der Vorsorgeeinrichtungen konsequent nachhaltig angelegt
werden müssen
• Wir schaffen eine grüne Investitionsbank."
SVP,"Für eine sichere
Zukunft in Freiheit
«Die Schweizerische Eidgenossenschaft schützt die Freiheit
und die Rechte des Volkes und wahrt die Unabhängigkeit und
die Sicherheit des Landes.» Mit Artikel 2 der Bundesverfas-
sung wird der Zweck unseres Landes aufgezeigt. Der Schutz
der Freiheit, die Rechte des Volkes, die Unabhängigkeit und
die Sicherheit sind zentrale Eckpunkte und Aufgaben des
Staates. Doch diese sind immer mehr in Gefahr. Linke, Grüne
und bis hin zur Mitte versuchen mit ihrer desaströsen Um-
verteilungspolitik unser Land zu zerstören, die Bürger zu ver-
unsichern und den Wohlstand zu ruinieren. Sie führen uns
von einer Krise in die nächste. Daher muss das Ruder endlich
wieder rumgerissen werden. Hin zu mehr Freiheit. Zu mehr
Sicherheit. Zu mehr Wohlstand.
Die Freiheit ist in der DNA unseres Landes. 1291 haben sich
Uri, Schwyz und Unterwalden in einem eigenen Bündnis
von den Habsburgern losgelöst und darauf geschworen, sich"
SVP,"von den Habsburgern losgelöst und darauf geschworen, sich
gegenseitig zu helfen. Damit wurde der Grundstein für unser
Land, für unsere Freiheit gelegt. Im Bundesbrief von 1291 ist
neben der Freiheit die Sicherheit das zentrale Element. Schon
unsere Vorfahren wussten: Nur wer klare Spielregeln hat und
Land und Leute schützt, kann frei sein.
Die Partei kämpft seit ihrer Gründung für die Freiheit und die
Sicherheit der Schweiz und ihrer Bürgerinnen und Bürger. Das
ist unser Kern und der Kernauftrag unseres Staates. Nur wer
beides gewährt, kann die Rechte des Volkes und die Unab-
hängigkeit schützen. Und beide Pfeiler sind die Basis unseres
Wohlstandes.
Die Partei setzt sich für alle Bürgerinnen und Bürger ein und
garantiert eine sichere Zukunft in Freiheit für unser Land.
Versorgungssicherheit stärken
Gute Rahmenbedingungen, damit die Versorgung der Bürge-
rinnen und Bürger mit genügend und kostengünstigen Nah-
rungsmitteln und Energie sichergestellt ist, sind zentral. Wäh-"
SVP,"rungsmitteln und Energie sichergestellt ist, sind zentral. Wäh-
rend der Corona-Pandemie wurde deutlich: Jedes Land schaut
zuerst für sich. Was wir nicht selbst produzieren können,
müssen wir je nachdem unter erschwerten Bedingungen im
Ausland erwerben. Daher ist es zentral, dass die Schweiz die
Abhängigkeiten vom Ausland wo immer möglich reduziert:
bei der Strom- und Energieversorgung, bei den Nahrungsmit-
teln, Medikamenten und sonstigen lebensnotwenigen Gütern.
Die Partei setzt sich dafür ein, dass der Selbstversorgungsgrad
mit Nahrungsmitteln in der Schweiz erhöht wird. Dies bedeu-
tet, dass nicht noch mehr Kulturland verbaut oder renaturiert
wird. Die Partei steht auch für eine einheimische Stromversor-
gung, die aus Wasserkraft, K ernenergie und neuen er neuer-
baren Energien besteht.
Bevölkerungskollaps verhindern
Der Zustrom an Menschen in unser Land wird immer
drama-tischer. Im Jahr 2022 sind 240’000 Menschen in
unser Land eingewandert. Das entspricht der
Einwohnerzahl der"
SVP,"unser Land eingewandert. Das entspricht der
Einwohnerzahl der
F ü r e i n e s i c h e r e Z u k u n f t i n F r e i h e i t 3
Städte Bern (134’000) und Luzern (82’000) zusammen. In
einem Jahr. All diese Menschen brauchen unsere Infrastruk-
turen wie Strassen, Wohnungen, Spitäler oder Schulhäuser. Sie
brauchen Energie und Strom. Sie brauchen Nahrungsmittel.
Geht die ungebremste Zuwanderung so weiter, werden wir in
wenigen Jahren 10 Millionen Einwohner haben. 9 Millionen
haben wir schon. Unser Land steht in vielen Bereichen am
Rande eines Kollapses: unser Land ist klein und begrenzt. Der
Verkehr steht immer mehr still, die Strassen sind überlastet. In
den Schulen sprechen immer weniger Schüler Mundart. Zuge-
wanderte pflegen in Spitälern Zugewanderte. Es wird überall
immer enger. Die Partei fordert, dass die ungebremste Zuwan-
derung gestoppt wird und die illegale Zuwanderung über die
Asylschiene unterbunden wird.
Unabhängigkeit verteidigen"
SVP,"Asylschiene unterbunden wird.
Unabhängigkeit verteidigen
Die Unabhängigkeit, die Selbstbestimmung und die Freiheit
unseres Landes sind zentrale Eckpfeiler unseres Wohlstandes.
Rund um uns herum herrscht hohe Inflation und Unsicher-
heit. Dank dem, dass die Schweiz nicht Mitglied der Europäi-
schen Union (EU) ist, steht unser Land besser da. Wir kön-
nen noch vieles selbst entscheiden. Doch verschiedene Kräfte
wollen die Schweiz in die EU drängen, wollen immer mehr
internationales Recht übernehmen. Die Partei wehrt sich mit
aller Kraft dagegen. Wir stehen zur immerwährenden, bewaff-
neten Neutralität unseres Landes. Wir stehen dafür ein, dass
die Schweiz zu allen Ländern freundschaftliche Beziehungen
auf Augenhöhe unterhält, aber sich in kein Bündnis einbin-
4
F ü r e i n e s i c h e r e Z u k u n f t i n F r e i h e i t
den lässt. Die Partei setzt sich dafür ein, dass in der Schweiz
«Schweizer Recht» und nicht internationales Recht gilt. Und"
SVP,"«Schweizer Recht» und nicht internationales Recht gilt. Und
dass das Volk bei allen Fragen das letzte Wort hat.
Wohlstand und Freiheit erhalten
Der Wohlstand misst sich daran, wie viel den Menschen am
Ende des Monats im Portemonnaie bleibt. Wer jeden Mor-
gen aufsteht und zur Arbeit geht, der soll belohnt werden. Es
darf nicht sein, dass immer mehr Menschen in diesem Land
nicht mehr arbeiten wollen und auf Kosten der Steuerzahler
das Leben geniessen. Wegen der verfehlten Energiepolitik, der
immer grösseren Umverteilung, Sozialschmarotzern, neuen
Vorschriften, Steuern und Abgaben werden unser Wohlstand
und unsere Freiheit an die Wand gefahren. Die Preise steigen.
Den Familien, dem Mittelstand, den Gewerblern, den Rent-
nern bleibt Ende Monat immer weniger im Portemonnaie. Die
Partei steht für die Senkung von Steuern, Abgaben und Gebüh-
ren ein. Die Partei widersetzt sich den links-grünen Vorschrif-
ten und Verboten in den Bereichen von Essen, Kultur, Spra-"
SVP,"ten und Verboten in den Bereichen von Essen, Kultur, Spra-
che, Energieverbrauch, Verkehrsmittel oder Gesundheit. Wir
nehmen die Bürgerinnen und Bürger als mündige Menschen
ernst. Als Menschen, die eigenverantwortlich zum Wohle von
sich, aber auch der Gesellschaft handeln. Dafür braucht es kei-
ne staatliche Umerziehung und Umverteilung.
Heimat Schweiz bewahren
Immer mehr Zuwanderung in unser Land bedeutet, dass sich
unser Land verändert. Dabei gehen unsere Kultur, aber auch
unsere Werte verloren. Waren vor wenigen Jahren in einer
Schulklasse noch ein bis zwei Kinder ausländischer Herkunft,
so muss man heute in vielen Schulklassen die Schülerinnen
und Schüler suchen, die noch Schweizer sind. Damit wir in
unserem eigenen Land nicht immer fremder werden, muss
der Zuwanderung endlich Einhalt geboten werden. Wir müs-
sen unsere Werte, unsere Kultur, unsere direkte Demokratie,
unseren Föderalismus und unser Ehrenamt wieder verstärkt"
SVP,"unseren Föderalismus und unser Ehrenamt wieder verstärkt
ins Zentrum setzen. In unserem Land gehört es sich, dass man
sich an die geltenden Regeln hält. Und die Meinungsfreiheit
und das Tolerieren von verschiedenen Meinungen muss mit
aller Vehemenz verteidigt werden. Die Partei steht zu den Wer-
ten und der Traditionen der Schweiz. Die Partei setzt sich für
die Beibehaltung der Volksrechte und des Föderalismus ein.
Sie alle sind wichtige Pfeiler des Wohlstandes und Erfolg der
Schweiz.
Der aufkommenden Woke-Gesellschaft, in der eine kleine
Minderheit bestimmen will, wie sich die Mehrheit verhalten
soll, bietet die Partei entschieden die Stirn. Für uns stehen die
wichtigen Themen im Zentrum: die Freiheit und die Sicher-
heit. Für unsere Bürgerinnen und Bürger. Und für unser Land.
Für eine sichere Zukunft in Freiheit.
Für uns. Für die Schweiz.
Wir sind Schweiz –
wir sorgen für
unsere Heimat
Unser Land ist vielfältig. Topografisch geprägt von Bergen,"
SVP,"wir sorgen für
unsere Heimat
Unser Land ist vielfältig. Topografisch geprägt von Bergen,
Hügeln, Seen, Dörfern und Städten. Wir sind eine Wil-
lensnation mit vier Kulturen. Gestärkt in Traditionen und
Werten. Geprägt von einer jahrhundertealten Geschich-
te, die unsere Identität geformt und die Freiheit verteidigt
hat.
Heute ist die Schweiz ein modernes Land mit einem der
höchsten Lebensstandards der Welt und einem ausser-
gewöhnlichen Wohlstand. Dabei ist unser Land arm an
natürlichen Ressourcen. Es hat kaum Bodenschätze, die
genutzt werden können. Dafür hat die Schweiz Men-
schen, die bereit sind, mehr zu arbeiten als andere. Und
Bürgerinnen und Bürger, die den Staat dank der direkten
Demokratie überwachen und im Zaum halten.
Doch dies alles ist gefährdet. Immer mehr greift ein Menta-
litätswandel um sich, der die Freiheit der Bürgerinnen und
Bürger beschränkt, Aufgaben dem Staat delegieren und die
Interessen der Mehrheiten nicht mehr verteidigen will. Hier"
SVP,"Interessen der Mehrheiten nicht mehr verteidigen will. Hier
leistet die Partei Gegensteuer.
Für uns ist die Schweiz geliebte Heimat. Damit dies auch so
bleibt, müssen wir Sorge tragen.
6
W i r s i n d S c h w e i z – w i r s o r g e n f ü r u n s e r e H e i m a t
Wir stehen zur Familie als kleinste Einheit unserer Gesell-
schaft. Hier beginnt Heimat. In der Familie, in der Nach-
barschaft, im Quartier. Im Dorf. Wer sich in seiner näheren
Umgebung für die Gesellschaft und die Gemeinschaft ein-
setzt, übernimmt Verantwortung und trägt dazu bei, dass
unsere Schweiz Heimat bleibt.
Verantwortung für die Gemeinschaft übernehmen viele
Bürgerinnen und Bürger auch, indem sie sich für ein poli-
tisches Amt zur Verfügung stellen. Dies geschieht meistens
im Milizsystem. Dazu müssen wir Sorge tragen. Nur wer
die Herausforderungen und Probleme der Menschen kennt,
kann politisch gute Entscheide treffen. Berufspolitiker he-
ben ab und bauen den Staat zu ihrem eigenen Vorteil im-
mer noch mehr aus."
SVP,"ben ab und bauen den Staat zu ihrem eigenen Vorteil im-
mer noch mehr aus.
Pünktlichkeit, Leistungsbereitschaft und Verlässlichkeit
sind wichtige Pfeiler unseres Landes. Genauso wichtig sind
auch unsere Schweizer Dialekte, die Bratwurst, der Käse,
die feine Schokolade oder unser Brauchtum. All dies gilt es
zu bewahren und zu pflegen.
Wir stehen mit Stolz zu unserem Land, seinen Werten. Dazu
gehören die direkte Demokratie und die Mitbestimmung
des Volkes. Dazu gehören auch die Freiheit, die Selbstbe-
stimmung, die Unabhängigkeit, die Neutralität und die Ab-
wägung der Interessen aller Bürgerinnen und Bürger.
Wir sind stolz auf unser Land. Dies ist ein schönes und
positives Gefühl. Wir sind froh, in einem so schönen Land
mit solch hohem Wohlstand zu leben. Doch damit dies so
bleibt, müssen auch unsere Kinder unsere Geschichte, un-
ser Land, unsere Werte und unser Brauchtum kennen. Ge-
rade die Schule muss ihnen dies vermitteln und aufzeigen,"
SVP,"rade die Schule muss ihnen dies vermitteln und aufzeigen,
dass dies alles zentrale Bausteine unseres Landes sind.
Und wer zu uns kommt, darf Teil unserer Gesellschaft wer-
den, wenn er oder sie sich integriert und gewillt ist, sich
an unsere Werte und Gesetze zu halten. Diesen Menschen
bieten wir gerne eine neue Heimat.
Damit unsere Schweiz auch unsere Heimat bleibt, tragen
wir auch Sorge zur Kulturlandschaft, zur Natur, zu unseren
Alpen. Unser Land ist diesbezüglich sehr vielfältig und ein-
zigartig. Wir pflegen unsere Landschaft im Wissen darum,
dass sie die Quelle für unsere Bürgerinnen und Bürger, vor
allem auch im Bereich der Ernährung, ist.
W i r s i n d S c h w e i z – w i r s o r g e n f ü r u n s e r e H e i m a t 7
Damit unsere Schweiz unsere Heimat bleibt:
▶ Wir tragen Sorge zu unserem Land, zu unserer Heimat:
im persönlichen Handeln, im Alltag wie auch in der
politischen Haltung.
▶ Wir übernehmen Verantwortung für unser Land: auf"
SVP,"politischen Haltung.
▶ Wir übernehmen Verantwortung für unser Land: auf
allen Stufen und jeder so viel, wie er vermag oder leisten
kann.
▶ Wir stehen zu unserer Heimat, unserem Land und unse-
rer Geschichte: Unsere Identität ist das Resultat über Jahr-
hunderte gewachsenen Willens zur Selbstbestimmung,
zur Freiheit, zur Neutralität, zur direkten Demokratie
und zur Abwägung der Interessen aller Bürgerinnen und
Bürger.
▶ Wir sorgen für die kleinste Einheit in unserer Gesell-
schaft: die Familie. Sie soll geschützt und wo nötig un-
terstützt werden.
▶ Wir sorgen für Wurzeln: Schülerinnen und Schüler sol-
len unsere Geschichte, unsere Hymne, unser Land ken-
nen und unsere Bräuche und Traditionen leben dürfen.
▶ Wir setzen uns für die Flügel unserer Heimat ein und tragen
Sorge zur Tradition von lokalem Brauchtum und Tradition,
damit diese auch in Zukunft lebendig bleiben.
▶ Wir tragen Sorge zu unserem Kulturland, zur Natur und
zu unseren Alpen. Sie bilden die Basis unserer schönen"
SVP,"zu unseren Alpen. Sie bilden die Basis unserer schönen
Schweiz, die nicht nur uns fasziniert, sondern auch viele
Touristen anlockt.
▶ Wir bieten Zuwanderern eine neue Heimat, wenn sie
sich unseren Werten und unseren Regeln anpassen und
für ihren Lebensunterhalt selbst sorgen. Wer sich nicht
zu den schweizerischen Werten bekennen will, ist frei,
sich eine andere Heimat zu suchen.
▶ Wir verteidigen die freie Meinungsäusserung und das
eigenverantwortliche Handeln eines jeden.
▶ Wir stehen zum Schweizer Wappen und seinem Kreuz.
Unser Land, unsere Kultur sind christlich geprägt.
Zur Schweiz gehören die Glaubens- und Religionsfreiheit,
solange diese nicht im Widerspruch stehen zu unseren
Werten, die unser Staatsverständnis und unsere Rechts-
ordnung prägen. Jeder, der in unserem Land lebt oder
leben will, hat unsere Kultur zu respektieren.
Aussenpolitik
Ohne Neutralität –
keine Schweiz
Die Partei setzt sich für die Wahrung einer
unabhängigen und neutralen Schweiz"
SVP,"keine Schweiz
Die Partei setzt sich für die Wahrung einer
unabhängigen und neutralen Schweiz
ein. Der Ausverkauf unserer Souveränität und
Selbstbestimmung durch die politischen Eliten
muss gestoppt werden. Deshalb darf unser
Land nicht weiter schleichend in internatio-
nale Gebilde, wie etwa die EU, eingebunden
werden. Die Partei bekennt sich auf Basis der
Neutralität zu einer glaubwürdigen Politik der
guten Dienste, der Vermittlung, des Handels
auf Augenhöhe und der humanitären Hilfe.
9
Laurence Piquerez
Rechtsanwältin
Die Schweiz ist der EU
in Sachen Demokratie und
Freiheit weit überlegen! Geben
wir unsere Selbstbestimmung
nicht leichtfertig auf und
bleiben wir unserer Neutralität
verpflichtet. Denn beides ist
Garant dafür, dass wir
weiterhin in Freiheit, Wohl-
stand und Sicherheit
leben können!
10
A u s s e n p o l i t i k
Unterwanderung der Neutralität droht
Die Geschichte zeigt es. Die Schweiz hat sich nicht in frem-
de Händel eingemischt und wurde beispielsweise im Zweiten"
SVP,"de Händel eingemischt und wurde beispielsweise im Zweiten
Weltkrieg weitgehend verschont. Die Neutralität hat Jahr-
hunderte überdauert und bildet einen integralen Bestandteil
der Sicherheitspolitik unseres Landes. Die Neutralität ist ei-
ner der wichtigsten Stützpfeiler der Schweizer Aussenpolitik.
Die erfolgreiche Neutralitätspolitik der Schweiz hängt von
der Wahrnehmung anderer Staaten ab. Die Neutralität muss
immerwährend, durch alle Politikbereiche verankert sowie
mit einer glaubwürdigen Verteidigungsarmee untermauert
sein. Die Partei lehnt jegliche anderweitige Auslegung, ob «ak-
tive Neutralität» oder «kooperative Neutralität», entschieden
ab. Nur Opportunisten ohne geschichtliches und politisches
Verständnis fordern ein situationsbedingtes Neutralitätsver-
ständnis! Die Schweiz kann zudem nur glaubwürdig Gute
Dienste für andere Staaten erbringen, wenn die Schweiz den
Ruf als unabhängiges Land nicht verliert. Die Partei setzt sich"
SVP,"Ruf als unabhängiges Land nicht verliert. Die Partei setzt sich
ohne Wenn und Aber für die immerwährende, bewaffnete
und integrale Neutralität ein.
Unparteilichkeit braucht Mut
Neutral zu sein ist nicht einfach. Man wird meist von bei-
den Seiten unter Druck gesetzt. Immerwährende Neutralität
meint dabei nicht nur eine rein juristische und militärisch
verstandene Neutralität (Neutralitätsrecht), sondern auch
eine gelebte Neutralität (Neutralitätspolitik) in der Aus-
senpolitik. Dies bedeutet, dass der Bundesrat weder eigene
Sanktionen gegen Drittstaaten verhängt noch eine einseitige
Sanktionspolitik (diplomatisch, finanziell und wirtschaftlich)
mitträgt, auch nicht jene der EU oder der OSZE. Vorbehalten
sind Massnahmen, damit nichtmilitärische Zwangsmassnah-
men anderer Staaten nicht umgangen werden können.
Als Friedensnation offen für Handel
Die Schweiz hat ihre Bestrebungen zu intensivieren, mit allen
Staaten und Organisationen auf Augenhöhe Handel zu trei-"
SVP,"Staaten und Organisationen auf Augenhöhe Handel zu trei-
ben und sich in diesem Bereich nicht einseitig auf die EU zu
fokussieren. Zu dieser universalistischen Aussenhandelspoli-
tik gehört die bewusste Diversifikation durch ausgewogene
Freihandelsabkommen mit möglichst vielen Staaten. Handel
ist die beste Grundlage für freundschaftliche Beziehungen
A u s s e n p o l i t i k 11
Warenaussenhandel der Schweiz
1%
2000 2021
8%
1%
20 %
19 %
59 %
9%
43%
13%
17%
Indien
EU
Vereinigtes Königreich
USA
China
Rest der Welt
6%
4%
Quelle: BFS, BAZG – Aussenhandelsstatistik
und dauerhaften Frieden. Wirtschaftliche Verknüpfungen
sind auch Ausdruck von gegenseitigen gemeinsamen Interes-
sen. Wirtschaftspolitische Beziehungen bestehen in erster Li-
nie aus den beteiligten Handelspartnern und bedürfen keiner
politischen Institutionen, Organisationen oder Anbindungs-
versuchen. Das eigene Recht muss dem Recht bürgerferner in-
ternationaler Institutionen vorgehen. Vereinheitlichung und"
SVP,"ternationaler Institutionen vorgehen. Vereinheitlichung und
Gleichmacherei widersprechen sogar dem Freihandel. Kon-
kurrenz und Wettbewerb führen zu mehr Freiheit, mehr In-
novation, mehr Auswahl und somit zum gemeinsamen Erfolg.
Ohne Anbindung an die EU erfolgreich
Die Bürgerferne und die Demokratiedefizite der Brüsse-
ler Bürokratie sind zu Recht Gegenstand ständiger Kritik.
Die Schweiz ist der EU überlegen: bei Standortattraktivi-
tät, Wohlstand, Sozialsystem, Verschuldung, ja sogar beim
Glücksgefühl der Bürgerinnen und Bürger. Wenn die Schweiz
heute nicht Mitglied der EU ist, verdankt sie dies nicht den
selbstgefälligen Eliten in Politik, Wirtschaft, Gesellschaft und
Medien, sondern einzig dem Sonderfall der direkten Demo-
kratie: dass die Bevölkerung – im Gegensatz zu allen anderen
12
A u s s e n p o l i t i k
Staaten – Nein zum EU-Beitritt sagen kann. Und es ist das
Verdienst der Partei, seit über zwei Jahrzehnten auf der Sei-"
SVP,"Verdienst der Partei, seit über zwei Jahrzehnten auf der Sei-
te der Bevölkerung gegen den EU- und EWR-Beitritt sowie
gegen das Rahmenabkommen gekämpft zu haben. Interes-
santerweise läutete der Nichtbeitritt zum EWR 1992 entgegen
allen Vorhersagen und Behauptungen nicht den Untergang
der Schweiz ein. Der Schweiz geht es seit den Neunzigerjah-
ren wirtschaftlich besser denn je – gerade wegen ihrer Eigen-
ständigkeit und Unabhängigkeit. So erstaunt es, dass beim
Verhältnis zur EU heute wieder die alte Leier ertönt: Ohne
Anbindung oder ohne weitere Abkommen mit der EU wür-
den wir in der Armut versinken, posaunen Verwaltung und
Wirtschaftsfunktionäre ins Land hinaus. Sogar die Diskussi-
on über einen möglichen EU- oder EWR-Beitritt werden seit
dem Scheitern des Rahmenabkommens in gewissen Kreisen
wieder aktiv geführt. Offensichtlich ist dieses ständige Man-
tra des Untergangs der Schweiz ohne EU-Anbindung reine
Angstmacherei. Die Schweiz braucht zwar gute wirtschaft-"
SVP,"Angstmacherei. Die Schweiz braucht zwar gute wirtschaft-
liche und freundnachbarschaftliche Beziehungen zur EU,
aber keinesfalls sind wir auf eine staatliche Einbindung an-
gewiesen, die uns einzig in die Unterwerfung führt. Bilaterale
Beziehungen und Verträge in beidseitigem Interesse sind zu
befürworten, aber keine EU-Integrationspolitik, die als End-
ziel den EU-Beitritt hat oder uns immer abhängiger und an-
gepasster macht, bis wir schleichend doch drin sind. Es gibt
für die Bürger keinen Grund, sich einem schlechteren System
anzugleichen, das geprägt ist von abgehobenen, ideologi-
Was ist Soft Law?
Hard Law beschreibt rechtlich bindende Übereinkommen oder
Gesetze. Soft Law hingegen ist eine unverbindliche Übereinkunft,
auf die man sich quasi stillschweigend einigt. Weil Soft Law keine
rechtlichen Verpflichtungen hat, hat es anfangs den Charakter einer
Empfehlung. Länder, die am meisten von diesen Empfehlungen
profitieren (z. B. Steuerbereiche), fördern deren Entstehung. Ein-"
SVP,"profitieren (z. B. Steuerbereiche), fördern deren Entstehung. Ein-
flussreicher werdende internationale Organisationen bzw. deren
abgehobene Bürokraten machen sich in der Folge Soft Law zu
Nutze, indem sie über die Hintertür Standards mit verbindlichem
Charakter schaffen. Dabei hilft ihnen das Gewohnheitsrecht, das
rechtliche Verpflichtungen für die Schweiz ohne Mitbestimmungs-
recht von Parlament und Volk schafft.
A u s s e n p o l i t i k 13
schen Bürokraten, hoher Jugendarbeitslosigkeit, hoher Infla-
tion und Armut, Bürgerferne, Bürokratie und Zentralismus.
Fremdes Recht wird priorisiert
Heute wird das internationale Recht höher eingestuft als das
im eigenen Land von Parlament und Volk erlassene Recht.
Dies zeigt sich darin, dass immer mehr Volksinitiativen nicht
oder nicht korrekt umgesetzt werden. Dieses fremde Recht,
das oft trügerisch als «Völkerrecht» betitelt wird, ist aber we-
nig oder meistens überhaupt nicht demokratisch legitimiert."
SVP,"nig oder meistens überhaupt nicht demokratisch legitimiert.
Auch der Bezug zu den Menschenrechten ist irreführend.
Die heutige Diskussion um Menschenrechte hat nichts mehr
mit dem ursprünglichen Begriff zu tun und ist eine ausufern-
de Interpretation der ursprünglichen Charta der Vereinten
Nationen durch den Europäischen Gerichtshof. Gerichte
mischen sich immer stärker und offensichtlicher in die An-
gelegenheiten der Staaten ein und missachten die jeweiligen
Verfassungen und die Souveränität. Die ordnungspolitische
Errungenschaft der Gewaltentrennung geht verloren. Mit so-
genanntem «Soft Law» definieren Bürokraten internationaler
Organisationen «unverbindliche» Handlungsrichtlinien für
die Mitgliedsstaaten. Es wird dann aber erwartet, dass die
Staaten in ihrer Gesetzgebung diesen Handlungsrichtlinien
von sich aus folgen. Der Bevölkerung wird vorgegaukelt, es
handle sich um einen freien, selbstgewählten und transparen-
ten Gesetzgebungsprozess. Die linken Staatsangestellten ver-"
